episode_idx,total_reward,step_count,success,crash,timeout,elapsed_time_sec
0,264.2387307806649,141,1,0,0,2.99713134765625
0,288.83632717730177,145,1,0,0,2.9914233684539795
0,190.4576925071772,1000,0,0,1,20.65342402458191
0,190.4576925071772,1000,0,0,1,20.65546679496765
0,194.73846819956927,1000,0,0,1,20.68164038658142
0,203.56015792108937,1000,0,0,1,20.69152283668518
0,85.35560103876148,144,0,1,0,3.0729258060455322
0,85.35560103876148,144,0,1,0,2.956932306289673
0,19.274009648252445,106,0,1,0,2.270042657852173
0,195.2235735029129,1000,0,0,1,20.59196448326111
